key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-401777236,"Plastic waste in the East African Community (EAC): status, discharge, contamination, and mitigation strategies",2025,11,,JOURNAL OF HAZARDOUS MATERIALS ADVANCES,2772-4166,20,,,"Manzi, Habasi Patrick and Nsanzamahoro, Stanislas and Habumugisha, Theogene and Uwamungu, Jean Yves",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.hazadv.2025.100881,Plastic waste; Microplastics; East African community; Aquatic environment; Plastic additives toxi...,,,""
rayyan-401777237,Studies on poly(butylene succinate) and poly(butylene succinate-co-adipate)-based biodegradable plastics for sustainable flexible packaging and agricultural applications: a comprehensive review,2025,3,,RSC SUSTAINABILITY,,3,3,1267-1302,"Nath, Debarshi and Misra, Manjusri and Al-Daoud, Fadi and Mohanty, Amar K.",,English,ROYAL SOC CHEMISTRY,"THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND",,"",10.1039/d4su00193a,"",,,""
rayyan-401777238,"Exploring Packaging-Free Consumption Patterns in the Portuguese Population: A Questionnaire-Based Study. Insights for Design and Innovation - ADVANCES IN DESIGN AND DIGITAL COMMUNICATION V, DIGICOM 2024",2025,,,,2661-8184,51,,429-444,"Garcia, Gabriela and Soares, Silvia and Tavares, Sergio",,English,SPRINGER INTERNATIONAL PUBLISHING AG,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",,"8th International Conference on Design and Digital Communication, Barcelos, PORTUGAL, NOV 07-09, 2024",10.1007/978-3-031-77566-6\_31,Design; Non-prepacked Food; Packaging-Free Shopping; Sustainable Consumption; Consumption Trends,,,""
rayyan-401777239,Reducing plastic in single-use central line insertion packs: A mixed methods observational study,2025,11,,ANAESTHESIA AND INTENSIVE CARE,0310-057X,53,6,391-401,"Seville, Alexandra R. and Kazda, Luise and McAlister, Scott and Pickles, Kristen M. and Bell, Katy J. L. and Program, NSW Hlth Net Zero Clinical Leads",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",,"",10.1177/0310057X251358276,Sustainable healthcare; climate change; plastic waste; intensive care; quality improvement,,,""
rayyan-401777240,Repurposed plastic waste as a sustainable aggregate in bituminous mixtures,2025,9,,CONSTRUCTION AND BUILDING MATERIALS,0950-0618,492,,,"Katla, Bhanuprasad and Sharma, Ratnesh and Gundla, Akshay and Khan, Rasool and Raju, Sridhar",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.conbuildmat.2025.142968,Plastic waste; Artificial Aggregate (AA); Bituminous mixtures; Leaching; Sustainability,,,""
rayyan-401777241,Quantification of plastic pollution in Gulf of Mannar Marine Biosphere Reserve: Risk assessment and management strategies,2025,4,,REGIONAL STUDIES IN MARINE SCIENCE,2352-4855,83,,,"Akash, A. and Kaviarasan, T. and Dhineka, K. and Sambandam, M. and Mishra, P. and Anand, Muthusamy",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.rsma.2025.104051,Gulf of Mannar; Beach litter; Clean Coast Index; Microplastics; Tourism; Fishing activity,,,""
rayyan-401777242,Impacts of plastic and paper bag legislation on consumer behavior in the United States: Quantitative evidence from a statewide survey in Vermont,2025,7,,ENVIRONMENTAL ECONOMICS AND POLICY STUDIES,1432-847X,27,3,455-469,"Wang, Qingbin and Belarmino, Emily H. and Niles, Meredith T.",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s10018-025-00440-9,Plastic bag legislation; Consumer behavior; Paper bags; Vermont; United States,,,""
rayyan-401777243,Preventing Microplastic Pollution in Surface Waters: Legal Frameworks and Strategic Actions,2025,9,,ENVIRONMENTAL QUALITY MANAGEMENT,1088-1913,35,1,,"Mahajan, Monika and Singh, Ajay Kumar and Singh, Rajeev Pratap and Gupta, Pankaj Kumar and Singh, Sonu and Pratap, Mayank",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/tqem.70116,aquatic ecosystem; legal framework; microplastic pollution,,,""
rayyan-401777244,"Assessing marine litter and its ecological impact on the seafloor of Thermaikos Gulf (NE Mediterranean Sea, Greece): Insights from ROV and diver surveys",2025,8,,MARINE POLLUTION BULLETIN,0025-326X,217,,,"Kouvara, Konstantina and Lazou-Laskaridis, Evi and Xirotagarou, Peggy and Christodoulou, Dimitris and Dimas, Xenophon and Geraga, Maria and Giovos, Ioannis and Charitou, Anastasia and Gerovasileiou, Vasilis and Galgani, Francois and Papatheodorou, George",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2025.118109,Plastic pollution; Marine debris; Underwater imagery; Anthropogenic impact; Coastal environment; ...,,,""
rayyan-401777245,Evaluating public risk perception and governance options for microplastic contamination in the Yellow Sea,2025,12,,REGIONAL STUDIES IN MARINE SCIENCE,2352-4855,90,,,"Zhang, Tingting and Wei, Weigang and Huang, Jun and Cheng, Liu and Chen, Zhao",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.rsma.2025.104480,Microplastic Pollution; Public Perception; Pollution Mitigation; Environmental Risk Perception; G...,,,""
rayyan-401777246,Exploring cigarette butts pollution in Vung Tau beaches: A case study in Vietnam,2025,3,,MARINE POLLUTION BULLETIN,0025-326X,212,,,"Nguyen, Minh-Ky and Pham, Minh-Thuan and Anh, Nguyen Tuan and Nguyen, D. and Van Tri, Dao and La, D. Duong and Chang, S. Woong and Nguyen, D. Duc",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2025.117539,Circular economy; Marine litter; Plastic pollution; SUPs; Eco-friendly; Waste management,,,""
rayyan-401777247,Cured meat packaging: A whole system approach to the food product centric packaging solutions,2025,12,,FOOD RESEARCH INTERNATIONAL,0963-9969,221,1,,"Mengozzi, Anna and Bot, Francesca and Uysal-Unalan, Ilke and Chiavaro, Emma",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.foodres.2025.117112,Circularity; Life cycle assessment; Shelf-life; Sustainable packaging; Waste reduction,,,""
rayyan-401777248,Impacts of Pandemic-Associated Plastic Waste on Microplastics in Ambient PM2.5,2025,3,,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2169-897X,130,6,,"Liu, Fobang and Guo, Mengting and Wang, Yanan and Yang, Shuqi and Yang, Xu and Wang, Kai and Hou, Junxian and Wang, Guibin and He, Chi and Wu, Pengfei",,English,AMER GEOPHYSICAL UNION,"2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA",,"",10.1029/2024JD043035,"",,,""
rayyan-401777249,"Biodegradable polyvinyl alcohol/chitosan films incorporated with green tea extract for mushroom packaging: Physicochemical, antibacterial, and preservation properties",2025,,,JOURNAL OF FOOD MEASUREMENT AND CHARACTERIZATION,2193-4126,,,,"Zamani, Nishtman and Vahedi, Behnam and Salim, Shamimeh Azimi and Ghasemzadeh-Mohammadi, Vahid",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s11694-025-03758-w,Polyvinyl alcohol; Green tea extract; Chitosan; Packaging; Film,,,""
rayyan-401777250,Potential for optimisation of fuel yield and hydrocarbon distribution from plastic waste pyrolysis using Nanopyroxene catalysts,2025,9,,RESULTS IN CHEMISTRY,2211-7156,17,,,"Muloogi, Derick and Sagala, Farad and Ogene, Fortunate and Bbosa, Denis and Birungi, Grace",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.rechem.2025.102573,Nanopyroxene; Plastic waste; Thermal pyrolysis; Physico-chemical characteristics; Gas chromatogra...,,,""
rayyan-401777251,"A Comprehensive Review of Bio-Based Edible Cutlery (Cups, Bowls, and Spoons) for Food and Beverage Serving Applications",2025,11,,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1541-4337,24,6,,"Meshram, Bhushan P. and Patil, Tejaswini Dhanaji and Tripathi, Shefali and Kumar, Pradeep and Bisht, Samiksha and Gupta, Divyanshu and Gaikwad, Kirtiraj K.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/1541-4337.70341,biodegradable tableware; crosslinking; edible cutlery; enhancement strategies; life cycle assessm...,,,""
rayyan-401777252,"Innovations in Edible Packaging Films, Coatings, and Antimicrobial Agents for Applications in Food Industry",2025,7,,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1541-4337,24,4,,"Kumar, Lokesh and Tyagi, Preeti and Lucia, Lucian and Pal, Lokendra",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/1541-4337.70217,active packaging; antimicrobial agents; edible films and coatings; encapsulation; food preservati...,,,""
rayyan-401777253,Tradescantia pallida extract incorporated chitosan/pullulan intelligent biodegradable films: an eco-friendly packaging to preserve the freshness of chicken,2025,,,SUSTAINABLE FOOD TECHNOLOGY,,,,,"Eelager, Manjunath P. and Masti, Saraswati P. and Madihalli, Suhasini and Chougale, Ravindra B. and Dalbanjan, Nagarjuna Prakash and Praveen Kumar, S. K.",,English,ROYAL SOC CHEMISTRY,"THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND",,"",10.1039/d5fb00349k,"",,,""
rayyan-401777254,The Evaluation of Corporate Sustainability Strategies in Italy: Challenges and Opportunity of Recycled Packaging,2025,4,,SUSTAINABILITY,,17,8,,"D'Ascenzo, Fabrizio and Vinci, Giuliana and Cancer, Giulia and Ruggeri, Marco and Savastano, Marco",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su17083608,sustainability; circular economic; plastic; recycled materials; re-use; single-use plastic,,,""
rayyan-401777255,The dawn of a new air pollutant: inhalable microplastics as emerging vectors of hazardous contaminants and their implications for human health,2025,11,,ENVIRONMENT INTERNATIONAL,0160-4120,205,,,"Biswas, Abhishek and Saini, Nirupama and Chivukula, Nikhil and Samal, Areejit and Jansari, Mahesh Ravikumar and Bhadury, Punyasloke and Darbha, Gopala Krishna",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.envint.2025.109897,"",,,""
rayyan-401777256,"Sustainable biodegradable tapioca starch films enhanced with basil oil, carboxymethyl cellulose, and citric acid for functional food packaging applications",2025,6,,FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,,9,,,"Raajeswari, Paramasivam and Manivel, Devatha and Dhanapal, Anto Cordelia Tanislaus Antony and Menkinoska, Marija and Pavlovska, Gorica and Helal, Mahmoud and Sami, Rokayya and Alsanei, Woroud A. and Alessa, Fatima M. and Trajkovska Petkoska, Anka and Qari, Sameer H.",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fsufs.2025.1610769,tapioca starch film; textural analysis; exposure test; non-toxic; biodegradability; barrier prope...,,,""
rayyan-401777257,"Sustainable, High Barrier Smart Packaging Films for Shelf-Life Extension of Edible Oils",2025,9,,ACS APPLIED BIO MATERIALS,2576-6422,8,9,8310-8324,"Ramakanth, Dakuri and Akhila, Konala and Singh, Shiva and Meda, Radheesh Sharma and Rao, Lingala Lakshman and Gaikwad, Kirtiraj K. and Maji, Pradip K.",,English,AMER CHEMICAL SOC,"1155 16TH ST, NW, WASHINGTON, DC 20036 USA",,"",10.1021/acsabm.5c01242,All biobased; Multilayer films; High barrier; Edible oil; Oxygen scavengers forliquids; Biobased ...,,,""
rayyan-401777258,The role of TPS in promoting the disintegration of LDPE/TPS blends to unravel the degradation mechanism of plastic films,2025,5,,JOURNAL OF HAZARDOUS MATERIALS,0304-3894,488,,,"Maiket, Yaowaret and Yeetsorn, Rungsima and Surathin, Nattawat and Jirawutthiwongchai, Jatesuda and Boonyarattanakalin, Siwarutt",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.jhazmat.2025.137400,Thermoplastic starch; Bio-based content; Bioplastic; Disintegrated film; Accelerated Weathering t...,,,""
rayyan-401777259,Distribution of microplastics in the soils of a petrochemical industrial region in China: Ecological and Human Health Risks,2025,1,,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,0269-4042,47,1,,"Guo, Yuting and Wu, Rongshan and Zhang, Heng and Guo, Changsheng and Wu, Linlin and Xu, Jian",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"",10.1007/s10653-024-02324-5,Microplastics; Land use types; Risk assessment; Human exposure; Age groups,,,""
rayyan-401777260,Occurrence of Microplastics in Inland and Island Wastewater Treatment Plants and the Role of Suspended Solids as Monitoring Indicators,2025,11,,WATER,,17,22,,"Theepharaksapan, Suthida and Sriromreun, Paranee and Kiattisaksiri, Pradabduang and Phetrak, Athit and Molee, Chalintorn and Ittisupornrat, Suda",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/w17223330,microplastics (MPs); wastewater treatment plants; inland and island microplastic comparison; remo...,,,""
rayyan-401777262,"Optimizing Edible Sorghum Bowls: Effects of Roasting and Edible Flower Powder Enhancement on Technological, Nutritional, Antioxidant, and Functional Properties",2025,,,INTERNATIONAL JOURNAL OF FOOD SCIENCE,2356-7015,2025,1,,"Manivel, Devatha and Paramasivam, Raajeswari and Roy, Swarup",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1155/ijfo/1771084,biodegradable; functional enhancement; hibiscus; less cytotoxicity; property analysis; rose; sorg...,,,""
rayyan-401777263,"A comprehensive review on exposure to toxins and health risks from plastic waste: Challenges, mitigation measures, and policy interventions",2025,9,,WASTE MANAGEMENT BULLETIN,,3,3,,"Sheriff, Salia S. and Yusuf, Abdulfatah Abdu and Akiyode, Oluwole O. and Hallie, Ezekiel Fayiah and Odoma, Saidi and Yambasu, Rebecca Alicia and Thompson-Williams, Kula and Asumana, Charles and Gono, Sylvester Z. and Kamara, Mohammed A.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.wmb.2025.100204,Liberia; Plastic waste; Environmental pollution; Toxins; Health risk; Enzymatic degradation; Biop...,,,""
rayyan-401777264,Sustainable Healthcare Plastic Products: Application of the Transition Engineering Design Approach Yields a Novel Concept for Circularity and Sustainability,2025,5,,SUSTAINABILITY,,17,10,,"Ahrens, Florian and Nettlenbusch, Lisa-Marie and Krumdieck, Susan and Hasse, Alexander",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su17104672,sustainable engineering design; orthopedic healthcare; transition engineering; co-design; plastic...,,,""
rayyan-401777265,"Assessment of beach litter pollution in Egypt, Tunisia, and Morocco: a study of macro and meso-litter on Mediterranean beaches",2025,1,,ENVIRONMENTAL MONITORING AND ASSESSMENT,0167-6369,197,1,,"Haseler, Mirco and Ben Abdallah, Lilia and El Fels, Loubna and El Hayany, Bouchra and Hassan, Gasser and Escobar-Sanchez, Gabriela and Robbe, Esther and von Thenen, Miriam and Loukili, Assala and Abd El-Raouf, Mahmoud and Mhiri, Fadhel and El-Bary, Alaa Abdelwahed and Schernewski, Gerald and Nassour, Abdallah",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"",10.1007/s10661-024-13517-x,Monitoring; Sand Rake; Waste mismanagement; Single use plastic; Buried litter; Beach user,,,""
rayyan-401777266,Hollow electrospun mats from biobased-polybutylene succinate and thermoplastic polyurethane blends for dermal wound dressing,2025,7,,COLLOID AND POLYMER SCIENCE,0303-402X,303,7,1347-1364,"Isgen, Hatice Bilge and Yilmaz, Sema Samatya and Aytac, Ayse",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s00396-025-05420-9,Hollow; PBS; TPU; Electrospun; Skin; Dermal; Wound dressing,,,""
rayyan-401777267,Potential of green nanotechnology for air pollution and microplastic remediation in China: evidence by ARDL panel data analysis,2025,,,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,1618-954X,,,,"Sardar, Muhammad Fahad and Bin-Jumah, May and Rudayni, Hassan A. and Allam, Ahmed A. and Guo, Weihua",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s10098-025-03273-y,Fourier-ARDL; Microplastic; Renewable energy; Natural resources; Air pollution; Green nanotechnol...,,,""
rayyan-401777268,Sustainable export packaging for black pepper: paper-based solutions for a greener future,2025,,,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,0022-1155,,,,"Dewangan, Badal and Eelager, Manjunath P. and Bhattacharjee, Donal",,English,SPRINGER INDIA,"7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, 110 001, INDIA",,"",10.1007/s13197-025-06460-3,Black pepper; Moisture content; Mechanical Properties; Water vapour transmission rate (WVTR); Foo...,,,""
rayyan-401777269,Take-out containers as nano- and microplastics reservoirs: Diet-driven gut dysbiosis in university students,2025,11,,ENVIRONMENTAL POLLUTION,0269-7491,384,,,"Feng, Chao and Zhang, Qian and Wang, Longmei and Li, Shuyuan and Wang, Kanglin and Xu, Yifan and Chen, Kun and Wang, Jing and Feng, Shujie and Lyu, Yi and Tian, Fengjie and Wei, Cailing and Li, Ben and Qiu, Yulan",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.envpol.2025.126985,Microplastics; Nanoplastics; Exposure pathways; Human feces; Gut microbiota,,,""
rayyan-401777270,"Microplastics in freshwater and marine ecosystems: Occurrence, characterization, sources, distribution dynamics, fate, transport processes, potential mitigation strategies, and policy interventions",2025,4,,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,0147-6513,294,,,"Jolaosho, Toheeb Lekan and Rasaq, Mariam Folashade and Omotoye, Eniola Victoria and Araomo, Oluwadamilola Victoria and Adekoya, Opeyemi Shakirat and Abolaji, Opeyemi Yusuf and Hungbo, Jesuyon Joseph",,English,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",,"",10.1016/j.ecoenv.2025.118036,Plastic wastes; Microplastics; Nanoparticles; Wastewater treatment; Marine debris; Environmental ...,,,""
rayyan-401777271,From waste to wellness - what women want: insights into patient perspectives on topical vaginal estrogen applicators and environmental considerations,2025,9,,CLIMACTERIC,1369-7137,28,5,537-544,"Da Silva, Ana Sofia and O'Kane, Miriam and Davis, Cathy and Rantell, Angie and Araklitis, George and Robinson, Dudley",,English,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",,"",10.1080/13697137.2025.2473431,Menopause; environment; Ovestin; Vagifem; estrogen; hormone replacement therapy; what women want,,,""
rayyan-401777272,Awareness of and Interest in Green Initiatives and Practices in Hospital Pharmacy: A Canada-Wide Survey,2025,,,CANADIAN JOURNAL OF HOSPITAL PHARMACY,0008-4123,78,1,,"Blanc, Ariane and Moulin, Delphine and Cameron, Jameason",,English,CANADIAN SOC HEALTHCARE SYSTEM PHARMACY-CSHP,"30 CONCOURSE GATE, UNIT\#3, OTTAWA, ON K2E 7V7, CANADA",,"",10.4212/cjhp.3608,hospital pharmacy; climate resilience; Canada; sustainability; health care,,,""
rayyan-401777273,Nanoplastics from single-use polyethylene terephthalate bottles impair the functionality of human gut-dwelling Lactobacillus rhamnosus and induce toxicity in human cells,2025,9,,NANOSCALE ADVANCES,2516-0230,7,19,6220-6238,"Sharma, Prashant and Dagariya, Sakshi and Singh, Gurvinder and Kumar, Dinesh and Singh, Manish",,English,ROYAL SOC CHEMISTRY,"THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND",,"",10.1039/d5na00613a,"",,,""
rayyan-401777274,A Review of Hawaii and Plastic Pollution: Potential Innovations within Circular Economy?,2025,9,,ENVIRONMENTAL MANAGEMENT,0364-152X,75,9,2395-2413,"Ayassamy, Prisca",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s00267-025-02134-0,Marine debris; Marine pollution; Plastic pollution; Ocean pollution,,,""
rayyan-401777275,"Microplastics pollution in Bangladesh: a decade of challenges, impacts, and pathways to sustainability",2025,,,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,1551-3777,,,,"Afroze, Chowdhury Alfi and Ahmed, Md Nasir and Azam, Md Nur Kabidul and Jahan, Rownak and Rahman, Hafizur",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"",10.1093/inteam/vjaf108,circular economy; environmental impact; microplastic pollution; plastic waste management; sustain...,,,""
rayyan-401777276,"Toxic threats from plastic waste: human health impacts, challenges, and policy solutions",2025,10,,RSC ADVANCES,,15,48,40761-40788,"Abahussain, Abdulaziz A. M. and Nasr, Fahd A. and bin Jumah, Abdulrahman and Saravanan, P. and Siva Kumar, Nadavala and Al-zharani, Mohammed and Guganathan, L. and Sasikumar, G. and Alsalamah, Sulaiman A. and Qurtam, Ashraf Ahmed and Senthilkumar, J. and Tamizhdurai, P.",,English,ROYAL SOC CHEMISTRY,"THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND",,"",10.1039/d5ra05845g,"",,,""
rayyan-401777277,Testing the precautionary principle: a scoping review comparing potable tap and sterile water for irrigation in colonoscopy,2025,7,,CANADIAN JOURNAL OF SURGERY,0008-428X,68,4,E281-E288,"Ahn, Hilalion (San) and Leclerc, Alexie and Shamess, Jennifer and Pardo, Jordi and Dube, Catherine and Rostom, Alaa and Calo, Natalia and Thavorn, Kednapa and McIsaac, Daniel I. and Smith, David and Moloo, Husein",,English,CMA-CANADIAN MEDICAL ASSOC,"1867 ALTA VISTA DR, OTTAWA, ONTARIO K1G 5W8, CANADA",,"",10.1503/cjs.012724,"",,,""
rayyan-401777278,Iranian experiences in terms of consumption of disposable single-use plastics: Introduction to theoretical variables for developing environmental health promotion efforts,2019,1,,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,1382-6689,65,,18-22,"Jahani, Akram and Dehdari, Tahereh and Farzadkia, Mandi and Mansourian, Morteza",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.etap.2018.11.004,Disposable single-use plastics; Experiences; Environmental health promotion; Qualitative research,,,""
rayyan-401777279,A Regional Response to a Global Problem: Single Use Plastics Regulation in the Countries of the Pacific Alliance,2020,10,,SUSTAINABILITY,,12,19,,"Abril Ortiz, Adriana and Sucozhanay, Dolores and Vanegas, Paul and Martinez-Moscoso, Andres",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su12198093,plastics governance; Pacific Alliance; international environmental law; regional coordination,,,""
rayyan-401777280,Sustainability Assessment of a Single-Use Plastics Ban,2020,5,,SUSTAINABILITY,,12,9,,"Herberz, Timo and Barlow, Claire Y. and Finkbeiner, Matthias",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su12093746,single-use plastics; plastics ban; plastic marine pollution; LCA; plastics policy,,,""
rayyan-401777281,"The `plastic waste era'; social perceptions towards single-use plastic consumption and impacts on the marine environment in Durban, South Africa",2020,1,,APPLIED GEOGRAPHY,0143-6228,114,,,"Van Rensburg, Melissa L. and Nkomo, S'phumelele L. and Dube, Timothy",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.apgeog.2019.102132,Consumer behavior; Coastal environment; Plastic pollution; Plastic waste; South African beaches,,,""
rayyan-401777282,"College Students' Perceptions and Attitudes Toward the Use of Plastic Bags in Turkey and Puerto Rico - 5TH EURASIAN WASTE MANAGEMENT SYMPOSIUM, EWMS 2020",2020,,,,,,,41-45,"Kanat, Gurdal and Vardar, Nedim",,English,Mehmet Sinan Bilgili,"Yildiz Technical University, Environmental Engineering Department, Esenler/Istanbul, Turkiye",,"5th Eurasian Waste Management Symposium (EWMS), Istanbul, TURKEY, OCT 26-28, 2020",,Bag; consumer; plastic; pollution; survey,,,""
rayyan-401777284,"Analyzing the Single-Use Plastic Bags Ban Policy in California with Social Network Model and Diffusion Model - ADVANCES IN ARTIFICIAL INTELLIGENCE, SOFTWARE AND SYSTEMS ENGINEERING",2019,,,,2194-5357,787,,408-418,"Kim, Sekwen",,English,SPRINGER INTERNATIONAL PUBLISHING AG,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",,"9th Int Conf on Appl Human Factors and Ergon (AHFE) / Int Conf on Human Factors, Software, and Syst Engn, Artificial Intelligence and Social Comp, Human Side of Serv Engn and Human Factors in Energy (HSSE), Orlando, FL, JUL 21-25, 2018",10.1007/978-3-319-94229-2\_40,Diffusion theory; Leader and laggard model; Dynamic network model; Small world phenomenon; Enviro...,,,""
rayyan-401777285,Analysis of barriers that impede the elimination of single-use plastic in developing economy context,2020,11,,JOURNAL OF CLEANER PRODUCTION,0959-6526,272,,,"Vimal, K. E. K. and Mathiyazhagan, K. and Agarwal, Vernika and Luthra, Sunil and Sivakumar, K.",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"",10.1016/j.jclepro.2020.122629,Single-use plastics; Barriers; Sustainability; Analysis; DEMATEL; Developing economy; India; Poli...,,,""
rayyan-401777286,Single-Use Plastics and COVID-19: Scientific Evidence and Environmental Regulations,2020,6,,ENVIRONMENTAL SCIENCE \& TECHNOLOGY,0013-936X,54,12,7034-7036,"Hale, R. C. and Song, B.",,English,AMER CHEMICAL SOC,"1155 16TH ST, NW, WASHINGTON, DC 20036 USA",,"",10.1021/acs.est.0c02269,"",,,""
rayyan-401777287,Plastic-Free July: An Experimental Study of Limiting and Promoting Factors in Encouraging a Reduction of Single-Use Plastic Consumption,2020,6,,SUSTAINABILITY,,12,11,,"Heidbreder, Lea Marie and Steinhorst, Julia and Schmitt, Manfred",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su12114698,single-use plastic; consumption; window of opportunity; pro-environmental identity; intervention,,,""
