key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-401776922,Environmentalism or greenwashing? Responses of South African value chain actors to plastic straw marine pollution,2021,7,,SOUTH AFRICAN JOURNAL OF SCIENCE,0038-2353,117,7,98-102,"Chitaka, Takunda Y.",,English,ACAD SCIENCE SOUTH AFRICA - ASSAf,"PO BOX 72135, LYNWOOD RIDGE 0040, SOUTH AFRICA",,"",10.17159/sajs.2021/9042,plastic pollution; marine plastic; plastic alternatives; pollution mitigation; single-use plastic,,,""
rayyan-401776923,Odi et Amo: A nudge to reduce the consumption of single-use carrier bags,2021,2,,WASTE MANAGEMENT,0956-053X,120,,382-391,"Romano, Alessandro and Sotis, Chiara",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.wasman.2020.09.021,Nudging; Consumer Waste; Plastic Bags; Single-Use Plastic; Pro-environmental behavior,,,""
rayyan-401776924,On- and offstage: Encountering entangled waste-tourism relations on the Vietnamese Island of Phu Quoc,2021,6,,GEOGRAPHICAL JOURNAL,0016-7398,187,2,98-109,"Kerber, Heide and Kramm, Johanna",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/geoj.12376,everyday practices; marine litter; place\&\#8208; making; plastic waste management; tourism; Vietnam,,,""
rayyan-401776926,Environmental sustainability through recycled polythene textile art,2022,4,,JOURNAL OF VISUAL ART PRACTICE,1470-2029,21,2,175-194,"Afriyie, Alex Osei and Asinyo, Benjamin Kwablah and Seidu, Raphael Kanyire and Frimpong, Charles",,English,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",,"",10.1080/14702029.2022.2069918,Polythene bags; weaving; recycling; textile art; sustainability,,,""
rayyan-401776927,Celebrity endorsement in promoting pro-environmental behavior,2022,6,,JOURNAL OF ECONOMIC BEHAVIOR \& ORGANIZATION,0167-2681,198,,68-86,"Ho, Thong Quoc and Nie, Zihan and Alpizar, Francisco and Carlsson, Fredrik and Nam, Pham Khanh",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.jebo.2022.03.027,Q5; Pro-environmental behavior; Celebrity endorsement; Information; Plastics,,,""
rayyan-401776928,Ban the Bag: Support for Plastic Bag Reduction Strategies in Northeast Ohio,2021,12,,JOURNAL OF CONTEMPORARY WATER RESEARCH \& EDUCATION,1936-7031,174,1,61-84,"Bartolotta, Jill F. and Hardy, Scott D.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",,plastic pollution; behavior change; single-use plastics; pro-environmental behaviors; sustainable...,,,""
rayyan-401776929,The Futures of Bioeconomy in Eastern Africa,2021,3,,JOURNAL OF FUTURES STUDIES,1027-6084,25,3,1-14,"Gatune, Julius and Ozor, Nicholas and Oriama, Ruth",,English,TAMKANG UNIV,"GRAD SCHOOL LANG LIT, TAMSUI, TAIPEI, TAIWAN",,"",10.6531/JFS.202103\_25(3).0001,Bioeconomy Strategy; Futures; Future Literacy Laboratory (FLL); Eastern Africa,,,""
rayyan-401776930,Latest Advances and Developments to Detection of Micro- and Nanoplastics Using Surface-Enhanced Raman Spectroscopy,2022,3,,PARTICLE \& PARTICLE SYSTEMS CHARACTERIZATION,0934-0866,39,3,,"Yerid Velez-Escamilla, Lydia and Contreras-Torres, Flavio F.",,English,WILEY-V C H VERLAG GMBH,"POSTFACH 101161, 69451 WEINHEIM, GERMANY",,"",10.1002/ppsc.202100217,contaminants; microplastics; nanoplastics; surface-enhanced Raman spectroscopy; water,,,""
rayyan-401776931,The environmental impact of mass coronavirus vaccinations: A point of view on huge COVID-19 vaccine waste across the globe during ongoing vaccine campaigns,2022,3,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,813,,,"Hasija, Vasudha and Patial, Shilpa and Raizada, Pankaj and Thakur, Sourbh and Singh, Pardeep and Hussain, Chaudhery Mustansar",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2021.151881,Vaccination campaigns; Biomedical waste; CO(2 )emission; Waste management,,,""
rayyan-401776932,3D printed food package casings from sugarcane bagasse: a waste valorization study,2021,,,BIOMASS CONVERSION AND BIOREFINERY,2190-6815,,,,"Nida, Sundus and Moses, J. A. and Anandharamakrishnan, C.",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s13399-021-01982-0,3D printing; Sugarcane bagasse; Biodegradability; Sustainability; Food packaging; Biomass utiliza...,,,""
rayyan-401776933,Reducing plastic in the operating theatre: Towards a more circular economy for medical products and packaging,2023,1,,JOURNAL OF CLEANER PRODUCTION,0959-6526,383,,,"Ramos, Tiffany and Christensen, Thomas Budde and Oturai, Nikoline and Syberg, Kristian",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.jclepro.2022.135379,Circular economy; Single-use devices (SUDs); Medical plastics; Recycling,,,""
rayyan-401776934,"A Bag for All Systems: Historicizing Shopping Bags in Eastern European Consumer Culture, 1980-2000",2022,1,,JOURNAL OF CONTEMPORARY HISTORY,0022-0094,57,1,159-177,"Valtin-Erwin, Leah",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",,"",10.1177/00220094211057820,Capitalism; communism; consumerism; Eastern Europe; material culture; postcommunism,,,""
rayyan-401776935,Anthropomorphism as a Differentiation Strategy for Standardized Reusable Glass Containers,2022,8,,SUSTAINABILITY,,14,15,,"Garaus, Marion and Garaus, Christian and Wolfsteiner, Elisabeth and Jermendy, Charlotte",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su14159473,waste reduction; deposit-refund systems; package design,,,""
rayyan-401776936,"Why Do Consumers Switch to Biodegradable Plastic Consumption? The Effect of Push, Pull and Mooring on the Plastic Consumption Intention of Young Consumers",2022,12,,SUSTAINABILITY,,14,23,,"Gao, Siyu and Shao, Bilin",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su142315819,green behavior; biodegradable plastics; switching intention; PPM; institutional theory,,,""
rayyan-401776937,Pyrolysis-catalysis for waste polyolefin conversion into low aromatic naphtha,2021,10,,ENERGY CONVERSION AND MANAGEMENT,0196-8904,245,,,"Dai, Leilei and Zhou, Nan and Lv, Yuancai and Cobb, Kirk and Cheng, Yanling and Wang, Yunpu and Liu, Yuhuan and Chen, Paul and Zou, Rongge and Lei, Hanwu and Ruan, Roger",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.enconman.2021.114578,Waste plastics; Pyrolysis; Tandem catalysis; Naphtha,,,""
rayyan-401776939,Do plastic warning labels reduce consumers? willingness to pay for plastic egg packaging?-Evidence from a choice experiment,2022,8,,ECOLOGICAL ECONOMICS,0921-8009,198,,,"Van Asselt, Joanna and Nian, Yefan and Soh, Moonwon and Morgan, Stephen and Gao, Zhifeng",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.ecolecon.2022.107460,Warning label; Plastic consumption; Eggs; Choice experiment; Difference-in-difference,,,""
rayyan-401776940,Unsustainable plastic consumption associated with online food delivery services in the new normal,2021,6,,CLEANER AND RESPONSIBLE CONSUMPTION,2666-7843,2,,,"Janairo, Jose Isagani B.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.clrc.2021.100014,Plastic pollution; Online food delivery; Environmental policy; COVID-19,,,""
rayyan-401776941,Comparative analysis of carbon emission from products of virgin plastics and recycled plastics and their environmental benefits,2023,6,,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1735-1472,20,6,6713-6722,"Ganesan, A. and Preetha, H. and Subathara, S. and Bhowmik, S.",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s13762-022-04337-y,Waste management; Environmental degradation; Multi-layer plastics; Collection; Separation and rec...,,,""
rayyan-401776942,Plastic pollution on Durance riverbank: First quantification and possible environmental measures to reduce it,2022,8,,FRONTIERS IN SUSTAINABILITY,,3,,,"Ballerini, Tosca and Chaudon, Nathalie and Fournier, Marc and Coulomb, Jean-Paul and Dumontet, Bruno and Matuszak, Eleonore and Poncet, Justine",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/frsus.2022.866982,plastic pollution; marine litter; extended producer responsibility (EPR); plastic policy developm...,,,""
rayyan-401776943,"Strong, Hydrostable, and Degradable Straws Based on Cellulose-Lignin Reinforced Composites",2021,5,,SMALL,1613-6810,17,18,,"Wang, Xizheng and Xia, Qinqin and Jing, Shuangshuang and Li, Claire and Chen, Qiongyu and Chen, Bo and Pang, Zhenqian and Jiang, Bo and Gan, Wentao and Chen, Gang and Cui, Mingjin and Hu, Liangbing and Li, Teng",,English,WILEY-V C H VERLAG GMBH,"POSTFACH 101161, 69451 WEINHEIM, GERMANY",,"",10.1002/smll.202008011,cellulose; degradation; lignin; plastic replacement,,,""
rayyan-401776944,Collaborative Governance in Local Government: How State Law Shapes Community Problem-Solving through Intrastate Preemption,2021,6,,PERSPECTIVES ON PUBLIC MANAGEMENT AND GOVERNANCE,2398-4910,4,2,159-169,"Amsler, Lisa Blomgren and Vieilledent, Thibault",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"",10.1093/ppmgov/gvab007,"",,,""
rayyan-401776945,Cost-benefit analysis of two possible deposit-refund systems for reuse and recycling of plastic packaging in Sweden,2022,12,,CLEANER WASTE SYSTEMS,,3,,,"Lu, Zheng and Hasselstrom, Linus and Finnveden, Goran and Johansson, Nils",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.clwas.2022.100048,Deposit return; Plastics recycling; Circular economy; Socioeconomic analysis,,,""
rayyan-401776946,Mechanistic insights into carbo-catalyzed persulfate treatment for simultaneous degradation of cationic and anionic dye in multicomponent mixture using plastic waste-derived carbon,2022,8,,JOURNAL OF HAZARDOUS MATERIALS,0304-3894,435,,,"Kumar, Sumit and Tewari, Chetna and Sahoo, Nanda Gopal and Philip, Ligy",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.jhazmat.2022.128956,Plastic waste carbon; Textile dyes; Persulfate-oxidation; Degradation mechanism; Carbocatalytic p...,,,""
rayyan-401776947,"Reducing plastic waste through legislative interventions in the United States: Development, obstacles, potentials, and challenges",2022,3,,SUSTAINABLE HORIZONS,,2,,,"Wang, Qingbin and Tweedy, Angela and Wang, Helen G.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.horiz.2022.100013,Plastic waste; Plastic bag legislation; Conflicts in environmental legislation; SWOT analysis; Un...,,,""
rayyan-401776948,Environmental Contamination and Chronic Exposure to Endocrine-Disrupting Phthalates: An Overlooked and Emerging Determinant for Hormone-Sensitive Cancers,2022,4,,JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE,0970-4140,102,2,731-742,"Das, Ankan Mukherjee and Gogia, Ajay and Janardhanan, Rajiv and Babu-Rajendran, Ramaswamy and Das, Bhudev C.",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s41745-022-00319-8,Phthalates; Endocrine-disrupting chemicals; Everywhere chemicals; Hormone-associated cancers; Epi...,,,""
rayyan-401776949,Development of an Adhesive Based on Waste Management as a Mechanism Towards Sustainability,2022,10,,SUSTAINABILITY,,14,20,,"Montalvo-Romero, Nayeli and Montiel-Rosales, Aaron and Fernandez-Lambert, Gregorio and Fernandez-Echeverria, Eduardo",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su142013225,waste management; circular economy; sustainability; new product development,,,""
rayyan-401776950,Marine debris in Malaysia: A review on the pollution intensity and mitigating measures,2021,6,,MARINE POLLUTION BULLETIN,0025-326X,167,,,"Fauziah, Shahul Hamid and Rizman-Idid, Mohammed and Cheah, Wee and Loh, Kar-Hoe and Sharma, Sahadev and NoorMaiza, M. R. and Bordt, Michael and Praphotjanaporn, Teerapong and Samah, Azizan Abu and Sabaruddin, Johan Shamsuddin bin and George, Mary",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2021.112258,Marine debris; Coastal pollution; Polyethylene; Polypropylene; Ocean; Plastics,,,""
rayyan-401776951,Characterization of littered face masks in the southeastern part of Turkey,2021,9,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,28,34,47517-47527,"Akarsu, Ceyhun and Madenli, Ozgecan and Deveci, Ece Ummu",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s11356-021-14099-8,COVID-19; Face masks; Microplastic pollution; Soil pollution; Water pollution,,,""
rayyan-401776952,Cleaning up plastics in healthcare waste: the transformative potential of leadership,2023,4,,BMJ INNOVATIONS,2055-8074,9,2,103-108,"Rasheed, Fawzia N. and Walraven, Gijs",,English,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND",,"",10.1136/bmjinnov-2022-000986,"",,,""
rayyan-401776953,"From outbreak of COVID-19 to launching of vaccination drive: invigorating single-use plastics, mitigation strategies, and way forward",2021,10,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,28,40,55811-55845,"Das, Krishna Priyadarshini and Sharma, Deepika and Saha, Sampa and Satapathy, Bhabani K.",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s11356-021-16025-4,COVID-19; Plastic materials; PPE kit; Environmental consequences; Policy recommendations,,,""
rayyan-401776954,COVID-19-related litter pollution on Greek beaches and nearshore shallow water environments br,2022,12,,MARINE POLLUTION BULLETIN,0025-326X,185,,,"Kouvara, Konstantina and Papatheodorou, George and Kosmopoulou, Angeliki and Giovos, Ioannis and Charitou, Anastasia and Filippides, Anastasios and Kaberi, Helen and Kalaitzi, Loukia and Kyrkitsos, Filippos and Koundouri, Phoebe and Triantafyllou, Constantinos and Gletsos, Miltos and Fakiris, Elias and Geraga, Maria",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2022.114250,COVID-19; Personal protective equipment (PPE); Plastic pollution; Beach; Benthic litter; Greece,,,""
rayyan-401776955,"Worming the Circular Economy for Biowaste and Plastics: Hermetia illucens, Tenebrio molitor, and Zophobas morio",2022,2,,SUSTAINABILITY,,14,3,,"Kuan, Zhi-Jue and Chan, Barnabas Kuan-Nang and Gan, Samuel Ken-En",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su14031594,polystyrene; polyethylene; worms; Hermetia illucens; Tenebrio molitor; Zophobas morio; plastic wa...,,,""
rayyan-401776956,Plastic pollution mitigation-net plastic circularity through a standardized credit system in Asia,2021,9,,OCEAN \& COASTAL MANAGEMENT,0964-5691,210,,,"Lee, Maggie Ka Ka",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.ocecoaman.2021.105733,Marine litter; Plastics; Responsible production; Asia; Credit system,,,""
rayyan-401776957,Transcriptome-Guided Insights Into Plastic Degradation by the Marine Bacterium,2021,9,,FRONTIERS IN MICROBIOLOGY,,12,,,"Kumari, Alka and Bano, Nasreen and Bag, Sumit Kumar and Chaudhary, Doongar R. and Jha, Bhavanath",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmicb.2021.751571,biodegradation; polyethylene terephthalate; marine bacteria; genome; transcriptome,,,""
rayyan-401776958,Biodegradable mulch films produced from soy-filled polymer resins,2022,6,,MATERIALS TODAY COMMUNICATIONS,,31,,,"Candlen, Kerry and Haque, Md Akiful and Farfaras, Nicholas and Martey, Shawn and Perez, Peter and Ratto, Jo Ann and Pulis, Ron and Hogan, Robina and Chen, Wan-Ting",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.mtcomm.2022.103331,Polybutylene adipate terephthalate; Polylactic acid; Mulch film; Biodegradability; Soy; Agricultu...,,,""
rayyan-401776959,Bottled water usage and willingness to pay among Indian tourists: visual nudges and the theory of planned behaviour,2021,10,,SCANDINAVIAN JOURNAL OF HOSPITALITY AND TOURISM,1502-2250,21,5,531-549,"Chatterjee, Devlina and Barbhuiya, Mahfuzuar Rahman",,English,"ROUTLEDGE JOURNALS, TAYLOR \& FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",,"",10.1080/15022250.2021.1974544,Sustainable tourism; theory of planned behaviour; bottled water; nudge; message framing,,,""
rayyan-401776960,Towards a circular economy for PET bottle resin using a system dynamics inspired material flow model,2023,1,,JOURNAL OF CLEANER PRODUCTION,0959-6526,383,,,"Ghosh, Tapajyoti and Avery, Greg and Bhatt, Arpit and Uekert, Taylor and Walzberg, Julien and Carpenter, Alberta",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.jclepro.2022.135208,Circular economy; Life cycle assessment; Global warming; Chemical recycling; Plastics; Material f...,,,""
rayyan-401776961,Environmental Impacts of Personal Protective Clothing Used to Combat COVID- 19,2022,1,,ADVANCED SUSTAINABLE SYSTEMS,2366-7486,6,1,,"Uddin, Mohammad Abbas and Afroj, Shaila and Hasan, Tahmid and Carr, Chris and Novoselov, Kostya S. and Karim, Nazmul",,English,WILEY-V C H VERLAG GMBH,"POSTFACH 101161, 69451 WEINHEIM, GERMANY",,"",10.1002/adsu.202100176,COVID-19; environmental impact; plastic pollution; personal protective equipment; protective clot...,,,""
rayyan-401776962,Intended and unintended effects of statutory deposit return schemes for single-use plastic bottles. Lessons learned from the German experience,2021,,,GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY,0940-5550,30,4,250-256,"Rhein, Sebastian and Straeter, Katharina Friederike",,English,OEKOM VERLAG GMBH,"GOETHESTRASSE 28, MUNICH, 80336, GERMANY",,"",10.14512/gaia.30.4.8,circular economy; deposit system; multi-use bottle; plastic bottle; single-use beverage container...,,,""
rayyan-401776963,Impacts of microplastics on marine organisms: Present perspectives and the way forward,2022,9,,EGYPTIAN JOURNAL OF AQUATIC RESEARCH,1687-4285,48,3,205-209,"Devi, K. Nanthini and Raju, P. and Santhanam, P. and Perumal, P.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.ejar.2022.03.001,Plastics; Microplastics; Marine organisms; Marine plants; Coral reefs; Human hazards,,,""
rayyan-401776965,New alternatives to single-use plastics: Starch and chitosan-graft-polydimethylsiloxane-coated paper for water- and oil-resistant applications,2022,2,,NANO SELECT,,3,2,459-470,"Nair, Aditya and Kansal, Dhwani and Khan, Ajmir and Rabnawaz, Muhammad",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/nano.202100107,latex; microplastics; oil-resistant; paper; PFAS remediation; plastics; water-resistant,,,""
rayyan-401776966,The application of the DAPSI(W)R(M) framework to the plastic pellets chain,2022,7,,MARINE POLLUTION BULLETIN,0025-326X,180,,,"Izar, G. M. and Choueri, R. B. and Martinez, S. T. and da Rocha, G. O. and Albergaria-Barbosa, A. C. R.",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2022.113807,Plastic; Nibs; Microplastics; Coastal impact; Marine pollution; Plastic debris,,,""
